baseMean	log2FoldChange	lfcSE	pvalue	padj	direction	gained_ac	gene
Ptprf	5639.46916703465	0.586109951645339	0.116688005498204	5.09021178083073e-07	6.27886399392679e-06	up	FALSE	Ptprf
Ptpla	310.125528953081	-0.770910005151042	0.153527598362531	5.1319661328877e-07	6.32600594437142e-06	dn	FALSE	Ptpla
Ldlr	3573.56757693617	0.951871266222306	0.189686530066377	5.21774404764933e-07	6.42731198596804e-06	up	FALSE	Ldlr
Pop1	244.2697600032	-0.787242139769862	0.15695265426808	5.28149670664631e-07	6.50136614556614e-06	dn	FALSE	Pop1
Pcyt2	16764.0086879899	-0.50885050019582	0.101466745017955	5.30476741514294e-07	6.52552063186015e-06	dn	FALSE	Pcyt2
Cltb	2224.59096232875	-0.389395364197525	0.0776625512282292	5.33266499277756e-07	6.55532962617315e-06	dn	TRUE	Cltb
Mn1	682.173062624959	0.515891861133758	0.102903502605102	5.34888849368056e-07	6.57075684051995e-06	up	FALSE	Mn1
Acox3	882.680343670876	0.512021297947947	0.102198265600157	5.44079353913225e-07	6.67906885661767e-06	up	FALSE	Acox3
Gpld1	9240.88064117028	0.47944765662979	0.095704398067252	5.45228398115795e-07	6.68858376453985e-06	up	FALSE	Gpld1
Otc	19585.5146647185	0.659423229142548	0.131635174567786	5.45784721838907e-07	6.69081942070644e-06	up	FALSE	Otc
Lmf1	1387.00451647692	0.604618853326475	0.120709350406899	5.47472167107391e-07	6.70482717446865e-06	up	FALSE	Lmf1
Nup93	205.102414783746	-0.706971312554796	0.141145574254358	5.47677093922548e-07	6.70482717446865e-06	dn	FALSE	Nup93
Serinc1	10037.4270581722	-0.366940496500647	0.0732624708823545	5.4834832543061e-07	6.70845290605465e-06	dn	FALSE	Serinc1
Rdm1	234.739534779889	0.686707486320381	0.137120701780807	5.49839283200692e-07	6.72209529687463e-06	up	FALSE	Rdm1
Rpl24	4424.83018703785	-0.318687650120651	0.0636765779604158	5.59241048041789e-07	6.83236706644497e-06	dn	FALSE	Rpl24
Osgin2	59.4453223543235	1.30060185585235	0.259886528781191	5.60075223774491e-07	6.83788768083996e-06	up	TRUE	Osgin2
Plxnb2	6993.0548045241	0.32156909603521	0.0642754099551446	5.64484954884105e-07	6.88702449048915e-06	up	FALSE	Plxnb2
Atrnl1	1067.41071074037	-0.332124465377041	0.0664013602865877	5.68057452568363e-07	6.92588656894188e-06	dn	FALSE	Atrnl1
Sdhd	7338.99270802005	-0.477862012389391	0.0955498953780421	5.69811417839239e-07	6.9425388416026e-06	dn	FALSE	Sdhd
Hmgn1	1452.32999146741	0.328414999648081	0.065679056486115	5.72411170467938e-07	6.96946643634413e-06	up	FALSE	Hmgn1
Psma2	2516.36039295493	-0.307254435040797	0.0614650975759337	5.76750351855639e-07	7.01752162808841e-06	dn	FALSE	Psma2
Usp10	2702.92623323641	-0.27471061029824	0.0549564797594652	5.77199995900022e-07	7.0182183050087e-06	dn	FALSE	Usp10
Acsl5	11207.3467343685	-0.336889446216373	0.0674039791156637	5.79085677143474e-07	7.03636305800828e-06	dn	FALSE	Acsl5
Man2b1	3400.00525371474	0.489406264820037	0.0979831683711474	5.88969724309918e-07	7.1516038621909e-06	up	FALSE	Man2b1
Dna2	368.009884747839	-0.84696961355281	0.169735157771685	6.03955438254448e-07	7.32859360150546e-06	dn	FALSE	Dna2
Smad3	522.772267156424	-0.606427625630277	0.121646380776775	6.19080474865345e-07	7.5070327955536e-06	dn	FALSE	Smad3
Elmod3	1144.77967966666	-0.566310074839025	0.113608050831473	6.20353610697992e-07	7.51737444508421e-06	dn	TRUE	Elmod3
Rpl6	8778.99454306516	-0.305659792203669	0.0613553855981215	6.29980085837414e-07	7.62885837189438e-06	dn	FALSE	Rpl6
Usp31	272.840754692875	0.531410456322208	0.10674525061633	6.41433937697586e-07	7.76230541925508e-06	up	FALSE	Usp31
Slc39a14	10534.1689667554	0.94735350870007	0.190307716389055	6.42416981457351e-07	7.76894532139701e-06	up	FALSE	Slc39a14
Hectd1	8210.62237012905	-0.301754852190873	0.0606297423510917	6.45738866795166e-07	7.80384146722861e-06	dn	FALSE	Hectd1
Angptl4	10666.6918704931	-0.727006419451117	0.146087810099908	6.47432865977598e-07	7.81903054751878e-06	dn	FALSE	Angptl4
Naca	6244.38222648338	-0.44088349210401	0.088628706067758	6.54162880342932e-07	7.89497792025215e-06	dn	FALSE	Naca
Rnh1	3476.76452608716	0.277049352558736	0.0556987522502345	6.55624679381059e-07	7.90728456871856e-06	up	FALSE	Rnh1
Cep170	288.876800451951	-0.549181725385733	0.110412750819797	6.5619952960335e-07	7.90888462701181e-06	dn	FALSE	Cep170
Mgst3	269.268570362368	1.34812860253603	0.271182081989765	6.65040324146982e-07	8.01004123750365e-06	up	FALSE	Mgst3
Shoc2	1416.09307216067	-0.412327410261268	0.0830073088648564	6.78695766640131e-07	8.16901243750026e-06	dn	TRUE	Shoc2
Slc2a9	1412.3487115101	0.475005450502213	0.0956429064496172	6.81905872732683e-07	8.20213075971538e-06	up	TRUE	Slc2a9
Psmb3	2494.49261934612	-0.520229243441923	0.104789314962907	6.88691794373447e-07	8.2781864476905e-06	dn	FALSE	Psmb3
Car1	162.410030297893	1.51635802498232	0.30555593071845	6.95485087131672e-07	8.35422852144868e-06	up	FALSE	Car1
Apoh	67463.451647203	0.181307577130378	0.0365425812426572	6.99354923570442e-07	8.39507527716841e-06	up	TRUE	Apoh
D2Wsu81e	354.127709749059	0.684572546614329	0.138055235310675	7.09716114518791e-07	8.51373737376465e-06	up	FALSE	D2Wsu81e
Crebzf	1140.16567501191	-0.6373433045872	0.128651278453612	7.26890525469149e-07	8.71391684888821e-06	dn	FALSE	Crebzf
Gm20594	125.599983082981	2.12437185614366	0.428828712660295	7.27429574251375e-07	8.71453808778305e-06	up	FALSE	Gm20594
Sephs1	1200.08807488514	-0.531129640155633	0.107226298993938	7.29457129374488e-07	8.73074172337826e-06	dn	FALSE	Sephs1
Wdr3	726.723364803507	-0.583282236594671	0.117756955907415	7.29758407494716e-07	8.73074172337826e-06	dn	FALSE	Wdr3
Sepp1	267709.703669565	0.727454212566886	0.146873393955153	7.31028108172e-07	8.74008605799759e-06	up	FALSE	Sepp1
Insig1	3633.03546969499	1.23731910465332	0.250128205385121	7.54668130217171e-07	9.01669617706367e-06	up	FALSE	Insig1
Psmd2	7896.68291269931	-0.328051418105345	0.0663229963472364	7.56491843078853e-07	9.03245200621386e-06	dn	FALSE	Psmd2
Stard7	4750.32423537874	-0.304344027043907	0.0615633809318132	7.66974759591258e-07	9.15150803872531e-06	dn	FALSE	Stard7
Fam108c	1861.00169864327	0.460185746276094	0.0931601585989215	7.82320415169576e-07	9.32838863048202e-06	up	FALSE	Fam108c
Gm15645	64.1418341032523	1.31584602954789	0.26645046398717	7.87554547980768e-07	9.38454406741107e-06	up	FALSE	Gm15645
C030046E11Rik	1151.34317279165	-0.495763182724653	0.100418343480601	7.93422952563252e-07	9.44817771607612e-06	dn	FALSE	C030046E11Rik
Pold2	326.365244803147	0.834881586764833	0.169135279894374	7.96690301724817e-07	9.48077361054562e-06	up	FALSE	Pold2
Ccnf	860.56143088404	-0.637751773696348	0.129377191209552	8.24830399004836e-07	9.80912002433544e-06	dn	FALSE	Ccnf
Sec11a	1463.93296714902	0.421574181877605	0.0855440252466459	8.30099218508312e-07	9.86521901809945e-06	up	FALSE	Sec11a
Abcg8	3628.98649578963	0.575138194281692	0.116710877278327	8.31230119323094e-07	9.87209954463005e-06	up	FALSE	Abcg8
Samd8	1017.56196238471	-0.485986080637955	0.098675118900729	8.43117497193555e-07	1.00066354046476e-05	dn	FALSE	Samd8
Zbtb20	322.264299257913	0.972295513918757	0.197459066391226	8.47773120688262e-07	1.00552188571819e-05	up	TRUE	Zbtb20
Fam149a	629.195778570776	0.688926697834783	0.139961402519121	8.5549559828856e-07	1.01400889801121e-05	up	FALSE	Fam149a
Trim21	231.639284841574	0.832799902097207	0.16938836250878	8.80998393440779e-07	1.04354551424383e-05	up	FALSE	Trim21
Stom	1755.80206713555	0.439552948987576	0.0894213007172909	8.85432838670678e-07	1.04810402067927e-05	up	TRUE	Stom
Ptpn9	793.434599804782	-0.584645142040456	0.119034612478956	9.03565625313843e-07	1.06886076550022e-05	dn	FALSE	Ptpn9
Ptpn21	648.682079385648	-0.441260366209564	0.0899459119776126	9.30277406885636e-07	1.09973177128595e-05	dn	FALSE	Ptpn21
B2m	47455.2312010525	0.653298380989778	0.13324524580264	9.43950207257687e-07	1.11515808500733e-05	up	TRUE	B2m
L3mbtl3	156.36659765786	-0.874036682623827	0.178278776617402	9.45571216937582e-07	1.11633576146176e-05	dn	TRUE	L3mbtl3
Ahdc1	584.054928565718	0.690810344687063	0.140913099439716	9.46797710226978e-07	1.11704642777835e-05	up	FALSE	Ahdc1
Xpa	382.824370098373	-0.62626633294037	0.127856155714605	9.67135182845054e-07	1.14028871986596e-05	dn	FALSE	Xpa
Bcor	500.982373966858	-0.565003401437133	0.115406806293836	9.79292173668646e-07	1.15386164810523e-05	dn	TRUE	Bcor
Ltv1	538.185286768702	-0.568275859518489	0.116089193730603	9.82228441875211e-07	1.15655944117051e-05	dn	TRUE	Ltv1
Glyr1	4120.0560116989	-0.33839065843085	0.0691349098536694	9.84846629489122e-07	1.15887939572648e-05	dn	FALSE	Glyr1
Mrpl12	4580.43092750896	-0.318598570264733	0.0651092951757056	9.91648358435852e-07	1.16611588027506e-05	dn	TRUE	Mrpl12
Ttc3	1037.1929232126	-0.39725049462453	0.0811950281743551	9.95393156992373e-07	1.16975046031311e-05	dn	FALSE	Ttc3
Gnl3	1123.61394912883	-0.492587528856017	0.100718931609748	1.00470656673969e-06	1.17992000346068e-05	dn	FALSE	Gnl3
BC056474	848.848394364192	0.454163671084894	0.0928892182472918	1.01192872904404e-06	1.18762186664578e-05	up	FALSE	BC056474
Nmt1	2464.60842533662	-0.267776557067621	0.0548027327437082	1.02806064667837e-06	1.20576345747471e-05	dn	FALSE	Nmt1
Mif4gd	1436.17791371654	0.374864166783584	0.0767646542341595	1.04329575455729e-06	1.22266210875676e-05	up	FALSE	Mif4gd
Rnf149	3275.04582025766	-0.50922249310426	0.104280720466263	1.04383598349076e-06	1.22266210875676e-05	dn	FALSE	Rnf149
Map2k6	188.866222030748	1.70338636410059	0.348840475511956	1.04486420660041e-06	1.22306552351145e-05	up	FALSE	Map2k6
Sardh	43064.8709275994	0.645869265723337	0.132399525978393	1.07066956450145e-06	1.25245231070457e-05	up	FALSE	Sardh
Gfod2	316.056953296304	-0.636243928706096	0.130465183017165	1.07856995826565e-06	1.2608694296431e-05	dn	FALSE	Gfod2
Gga2	551.411279853776	0.555381740523274	0.114001395422016	1.10636470561913e-06	1.29251725177686e-05	up	FALSE	Gga2
Rps15a	2073.00187010705	-0.533988961101859	0.109618986578701	1.1085615494288e-06	1.29423837291668e-05	dn	TRUE	Rps15a
Rrp1b	212.337432543365	-0.781937427618996	0.160580459419722	1.11913140761781e-06	1.30572631158853e-05	dn	FALSE	Rrp1b
Mettl7b	24752.4892370363	-0.343624021949967	0.0705787247257917	1.12355855195608e-06	1.31003704434723e-05	dn	FALSE	Mettl7b
Rgs12	110.770416234218	0.953439777603569	0.195858137494896	1.12726446072242e-06	1.31350176837011e-05	up	TRUE	Rgs12
Grpel1	4328.06672575332	-0.474861888824377	0.0975665144525537	1.13271770215101e-06	1.31899666801256e-05	dn	TRUE	Grpel1
Zmynd11	2141.12486563	-0.334385699455154	0.0687076098716667	1.13423846572956e-06	1.31990821067267e-05	dn	FALSE	Zmynd11
Ptk2b	1614.458624416	0.404159464116625	0.0830623530409215	1.14031769127294e-06	1.3261197806312e-05	up	FALSE	Ptk2b
Hexa	1847.55643579179	0.742668369337661	0.15265797814988	1.14504938828636e-06	1.33075720330669e-05	up	FALSE	Hexa
5730469M10Rik	1869.30049164352	0.603985130199292	0.124180676972215	1.15175992484213e-06	1.33768688413807e-05	up	FALSE	5730469M10Rik
Gpr146	2334.18843378208	0.276750507888851	0.056915120735171	1.15904831875333e-06	1.34527827574445e-05	up	FALSE	Gpr146
Eif3e	3340.94492032417	-0.268905067675275	0.0553086701484917	1.1626601138708e-06	1.34859525270383e-05	dn	TRUE	Eif3e
Ppp3cc	98.592703286616	-1.00187244290802	0.206232884108856	1.18597466599647e-06	1.37474678392825e-05	dn	FALSE	Ppp3cc
Rnaset2b	652.997316751771	0.521042106128434	0.107277005751856	1.19190554619969e-06	1.38072685228806e-05	up	FALSE	Rnaset2b
Ostc	1128.94839955867	0.52777162864323	0.108704968139174	1.20336409154137e-06	1.39309839102323e-05	up	FALSE	Ostc
Tmem37	2015.50499080041	-0.375861569613098	0.0774432740904592	1.21375335458744e-06	1.40421684994509e-05	dn	FALSE	Tmem37
2810405K02Rik	380.409009958533	0.644903467636014	0.133075471505612	1.25881446045358e-06	1.45540759144621e-05	up	FALSE	2810405K02Rik
Serpine1	83.2657436616328	1.64013804713932	0.338505887316364	1.26466656201052e-06	1.46122907804394e-05	up	FALSE	Serpine1
Stk40	1541.69155169649	-0.406222350480809	0.083853757444359	1.26985646266683e-06	1.46627841777011e-05	dn	FALSE	Stk40
Ssr3	9158.03141748559	0.51434582287237	0.106207078878971	1.27984626891837e-06	1.47686002360477e-05	up	FALSE	Ssr3
Plg	76317.840189213	0.394647528178026	0.0815317182881876	1.29566859344907e-06	1.49415399499871e-05	up	FALSE	Plg
Fyttd1	1512.18963619859	-0.501505430688256	0.103628195651895	1.30186556687435e-06	1.50033295935017e-05	dn	FALSE	Fyttd1
BC031353	6669.63909612116	0.775269734188673	0.160209897807929	1.30436531460348e-06	1.50224584784275e-05	up	FALSE	BC031353
Ifit2	131.440554286141	0.975990633758176	0.201729277628334	1.31072410185465e-06	1.50859789483734e-05	up	FALSE	Ifit2
Hps5	670.551119942237	0.527947830061309	0.109134593886855	1.31426455614686e-06	1.5117000547423e-05	up	FALSE	Hps5
Galnt4	549.106129234613	0.685919662151436	0.141911451260885	1.34197647324941e-06	1.54258298203978e-05	up	FALSE	Galnt4
Fhad1	44.9134940324057	1.36498976943771	0.282561230338263	1.36002525454547e-06	1.56232573556841e-05	up	FALSE	Fhad1
Coro1b	2260.88707663318	0.365976690982676	0.0757744871078152	1.36660536449071e-06	1.56887699289351e-05	up	TRUE	Coro1b
Agmo	2913.42565864355	0.474880657230238	0.0983565213452603	1.37802926264423e-06	1.58097699754039e-05	up	FALSE	Agmo
Psmd8	4331.94825189921	-0.401472812986882	0.0831750828472464	1.38716510001993e-06	1.5904381396767e-05	dn	TRUE	Psmd8
Ppp1cb	4508.64881807747	-0.430926886270413	0.0892920385592111	1.39275044634677e-06	1.59581899316838e-05	dn	TRUE	Ppp1cb
Stxbp6	378.617916164053	0.57983161229934	0.120152469434239	1.39443406687358e-06	1.59672520615243e-05	up	FALSE	Stxbp6
Etfb	13287.5389831732	-0.327137108890177	0.0678042146226414	1.40192218336398e-06	1.60427256376507e-05	dn	FALSE	Etfb
Rnf39	371.308554368853	-0.665275014330727	0.137905804901978	1.40618325892368e-06	1.60811980620901e-05	dn	FALSE	Rnf39
Crk	3418.85733623415	-0.307016249410907	0.0636552622306082	1.41337890438432e-06	1.61531597979667e-05	dn	FALSE	Crk
Upf3a	543.054862806659	-0.572780609838093	0.118782629806735	1.4206134693151e-06	1.62254741457024e-05	dn	FALSE	Upf3a
Rbms2	477.363216299694	0.529092333238102	0.10975265317969	1.43004928742679e-06	1.63228216687399e-05	up	FALSE	Rbms2
Dusp6	1535.91229063219	1.08797623316225	0.225724088285234	1.43602452277858e-06	1.63805705449092e-05	up	FALSE	Dusp6
Oas2	132.33566343214	1.0512528801485	0.218115526170789	1.43769370913423e-06	1.6389158496861e-05	up	FALSE	Oas2
Pi4kb	1412.75110806208	-0.325383953759636	0.0675281078567358	1.44644036928464e-06	1.64783646146656e-05	dn	FALSE	Pi4kb
Ankrd52	1363.73006728118	-0.36213322588908	0.0751970251647426	1.46617249418901e-06	1.6692527836451e-05	dn	FALSE	Ankrd52
Plekha8	1272.01419525905	-0.389780790536999	0.0809446765092574	1.4690717902147e-06	1.67148969718703e-05	dn	FALSE	Plekha8
Rnf167	1361.19924085295	0.390836827381671	0.081183140814063	1.4774561821851e-06	1.67996066589718e-05	up	FALSE	Rnf167
Cnst	600.354623461338	-0.491685615346657	0.102155815397037	1.48610810634663e-06	1.68872487866047e-05	dn	FALSE	Cnst
Gltscr2	3380.51224349798	-0.313227155387838	0.0650880124030816	1.49155970930851e-06	1.69384361655188e-05	dn	FALSE	Gltscr2
Mmp12	93.7717698932812	2.18161255958574	0.453523291714075	1.50654944996057e-06	1.70869647824951e-05	up	FALSE	Mmp12
Ubqln1	5937.26096445146	-0.252738889905573	0.0525398069401594	1.50608431609814e-06	1.70869647824951e-05	dn	FALSE	Ubqln1
Arl15	385.075411494786	-0.671203526248486	0.13958275003225	1.51958783567269e-06	1.72239214377957e-05	dn	TRUE	Arl15
Kpnb1	4054.23188975268	-0.262524791225201	0.0546301152444043	1.54368452600785e-06	1.74859667081548e-05	dn	FALSE	Kpnb1
Spats2	176.3996512012	-0.945424915118354	0.196746776142284	1.5452893074319e-06	1.74930661726121e-05	dn	FALSE	Spats2
Kdm1b	1066.52239445271	0.494321213101457	0.102933436943927	1.56823246659589e-06	1.77415597074852e-05	up	FALSE	Kdm1b
Ptms	32378.8025249252	0.333471886900371	0.0694951302316998	1.59863998070823e-06	1.80741306542019e-05	up	FALSE	Ptms
Asap1	521.922767051265	-0.601959449742516	0.125491312269952	1.61202971678963e-06	1.82140009567273e-05	dn	FALSE	Asap1
Hnf1b	456.034045385503	-0.583801285342403	0.121751576130348	1.62658316733379e-06	1.83668349311441e-05	dn	FALSE	Hnf1b
Fau	8363.68510879015	-0.470458588620378	0.0981733647531182	1.65027773746962e-06	1.86226294084426e-05	dn	FALSE	Fau
Tmem191c	81.1274394640917	-1.52838356048216	0.319018417410477	1.66039472674644e-06	1.87249811365617e-05	dn	FALSE	Tmem191c
1110038B12Rik	180.1734693388	-0.775989066982385	0.162041760495589	1.67763619525173e-06	1.89074990474307e-05	dn	FALSE	1110038B12Rik
Nprl3	550.389525762918	-0.444889383742177	0.0929307207436864	1.69020628042375e-06	1.90371722491556e-05	dn	FALSE	Nprl3
Acpl2	206.27580898865	-0.75448087227116	0.157619969391692	1.69538664609264e-06	1.90835025500396e-05	dn	FALSE	Acpl2
Aldh2	78012.9602602033	0.569953287456798	0.119093015408055	1.70322296603282e-06	1.91596515537503e-05	up	FALSE	Aldh2
Snx3	2136.60658944384	0.365758027272441	0.0764309665038279	1.70588444404165e-06	1.91775293313192e-05	up	FALSE	Snx3
8430408G22Rik	1973.47723971795	-0.639063877974663	0.133594399919396	1.72172220718097e-06	1.93434192196224e-05	dn	FALSE	8430408G22Rik
Clpb	1390.31838505305	0.500616892845481	0.104742628952857	1.75735863160373e-06	1.9731397667837e-05	up	FALSE	Clpb
Kbtbd11	67.0461332276836	1.94118256560005	0.406190818047654	1.76176428283635e-06	1.97684541799316e-05	up	FALSE	Kbtbd11
Gcnt2	829.156096211593	0.671203428949486	0.140492281791535	1.77478298719311e-06	1.99020492219034e-05	up	FALSE	Gcnt2
Fgf21	364.32193961501	-1.29791482285378	0.271679940020543	1.77605306658335e-06	1.99034930548019e-05	dn	FALSE	Fgf21
Rps26	1506.78452525194	-0.585249811088615	0.122507823115529	1.77713733694055e-06	1.99034930548019e-05	dn	FALSE	Rps26
Flad1	1718.20889518583	-0.395809445494584	0.0828564496996525	1.77885100814857e-06	1.99102184804413e-05	dn	FALSE	Flad1
Tox	292.917394411967	0.826503447589197	0.173140928237434	1.8097246856302e-06	2.02431117743475e-05	up	TRUE	Tox
5730403B10Rik	5285.35189473306	-0.349223432062856	0.0732123811986969	1.84221250530311e-06	2.05936330436571e-05	dn	FALSE	5730403B10Rik
Camsap3	744.873402698745	-0.623860413786308	0.130834753774835	1.85779534386464e-06	2.07548579140305e-05	dn	FALSE	Camsap3
Ppp2cb	881.952841190926	-0.429361477137952	0.0900645720651931	1.86745724740885e-06	2.08497754851153e-05	dn	FALSE	Ppp2cb
Rdh13	441.373631576364	-0.649663787163881	0.136294090545885	1.87330921774307e-06	2.09020640477558e-05	dn	FALSE	Rdh13
Tpr	2707.01775857082	-0.452976800289239	0.0950439562044686	1.87945691827756e-06	2.09575850625389e-05	dn	FALSE	Tpr
Phf12	1011.63369361137	-0.346229948458246	0.0726994599183065	1.91225227041036e-06	2.13099963293207e-05	dn	FALSE	Phf12
Rps3	7285.33733727851	-0.298814702950911	0.0627566564093684	1.92176243525185e-06	2.1402641915887e-05	dn	FALSE	Rps3
Tmem11	738.205220526635	-0.472678820805757	0.0992944085391567	1.93231647877281e-06	2.15067906280836e-05	dn	FALSE	Tmem11
Sult2a7	110.300207656155	1.38024195734884	0.289956004846119	1.93423081941168e-06	2.15147092263665e-05	up	FALSE	Sult2a7
0610008F07Rik	159.239228117673	0.923717053099304	0.194080108702462	1.94108917769102e-06	2.15775767757499e-05	up	FALSE	0610008F07Rik
Gdi2	9446.63459024339	0.187242276257169	0.0393430985479275	1.94347050501391e-06	2.15906294737135e-05	up	FALSE	Gdi2
Rps24	5259.99353386335	-0.334913951507398	0.0703886762165422	1.95456811237737e-06	2.16869759664898e-05	dn	FALSE	Rps24
Use1	1591.74250512351	-0.394968931488041	0.0830083412272738	1.95342743057753e-06	2.16869759664898e-05	dn	FALSE	Use1
5930434B04Rik	783.445332000672	0.474585726714594	0.0997667147285499	1.96535404551735e-06	2.17931323360963e-05	up	FALSE	5930434B04Rik
Ap3m1	4460.75200413308	0.323751758235352	0.0680611883784379	1.96710223391239e-06	2.179900282265e-05	up	FALSE	Ap3m1
Tbc1d17	1322.95752709983	-0.34965366544378	0.0735196941677871	1.97546268625753e-06	2.18780963507135e-05	dn	FALSE	Tbc1d17
Hp	133058.214290261	0.681352311541034	0.143305512997826	1.98895203924736e-06	2.20138590185509e-05	up	FALSE	Hp
Zfp236	674.484237468866	-0.391442828935383	0.0823352941610229	1.9918136962393e-06	2.20318984359531e-05	dn	FALSE	Zfp236
Otud7b	1047.50024197446	-0.42273603195594	0.0889702481861821	2.01981673566238e-06	2.23278381545472e-05	dn	FALSE	Otud7b
Larp1	5112.87496506518	-0.277109570078549	0.0583254328192599	2.02319798953154e-06	2.23514016311063e-05	dn	FALSE	Larp1
Map4k5	617.04071995857	-0.472345917258677	0.0995068002375745	2.0658789325855e-06	2.28063930083855e-05	dn	FALSE	Map4k5
Parp12	1126.58899291038	0.625468497799987	0.131767249193871	2.06693296805283e-06	2.28063930083855e-05	up	FALSE	Parp12
Pros1	3448.58890635579	-0.713485479871879	0.150337617136681	2.0759365292072e-06	2.28916157591862e-05	dn	FALSE	Pros1
Slc22a3	427.738435965432	-1.0805236305088	0.22769342233071	2.07971628553836e-06	2.29191654239921e-05	dn	FALSE	Slc22a3
Uroc1	16957.4010960809	0.727599774647726	0.153384286471722	2.09912172183456e-06	2.31187753181853e-05	up	FALSE	Uroc1
Adh4	4209.23715037043	0.875651001935493	0.184642920381044	2.11198737777538e-06	2.32461576854711e-05	up	FALSE	Adh4
Gprc5c	2606.81515732668	0.377232233695764	0.0795823560255003	2.13561001101384e-06	2.34917101211522e-05	up	FALSE	Gprc5c
Iqsec2	432.554594362604	0.482871376409061	0.101899982494319	2.1511523550563e-06	2.36481321589041e-05	up	FALSE	Iqsec2
Adora1	1146.62294553145	0.818216777446082	0.172716283645573	2.1653540063377e-06	2.37896325290885e-05	up	FALSE	Adora1
Naa25	874.274860829442	-0.567751427105942	0.119851148736781	2.16757604946505e-06	2.37994261637396e-05	dn	FALSE	Naa25
Chd1	1065.78677575491	-0.343068068418802	0.0724337085244362	2.17650959161081e-06	2.3882853101565e-05	dn	FALSE	Chd1
Esrp2	3533.13604205033	-0.393449586935806	0.0830891071481637	2.18760674922299e-06	2.3989904547273e-05	dn	FALSE	Esrp2
Eps15	1691.53987787413	-0.435382965754452	0.0919781578824091	2.2062946080245e-06	2.41800155386803e-05	dn	FALSE	Eps15
Rnf144a	160.874645131001	-0.868997972989333	0.183620828529048	2.21697499011564e-06	2.4267328441376e-05	dn	FALSE	Rnf144a
Snx24	295.739411717406	-0.677829479247437	0.143226059581409	2.2167859212205e-06	2.4267328441376e-05	dn	FALSE	Snx24
Rbbp7	2134.6584019009	-0.262271177069642	0.0554204444267753	2.21891161470471e-06	2.42736716456321e-05	dn	FALSE	Rbbp7
Spcs3	2227.29822415863	0.486168926379235	0.102745506772127	2.22561767849922e-06	2.43321502430544e-05	up	FALSE	Spcs3
Mll2	2059.3155176946	-0.372304441336437	0.0786982880564721	2.2365664480683e-06	2.44369135553755e-05	dn	FALSE	Mll2
Spata24	75.7017662597043	-1.18412395007108	0.25031836555149	2.23998727009046e-06	2.44593481763358e-05	dn	FALSE	Spata24
Tgfbr1	1180.52420184176	-0.38451370428547	0.0813252675970259	2.26634594422039e-06	2.4732070505385e-05	dn	FALSE	Tgfbr1
Ablim1	793.944539673029	-0.871817224051473	0.184442655889612	2.28124203581281e-06	2.48794482027731e-05	dn	FALSE	Ablim1
Suds3	3704.66170618014	-0.424786665005227	0.0899768851361887	2.34613688475693e-06	2.55716053142976e-05	dn	TRUE	Suds3
Gm5643	405.984302356358	-0.593122688889481	0.125680669820712	2.36676993736747e-06	2.57807838609954e-05	dn	FALSE	Gm5643
Ssr1	1833.77608625884	0.628207662677701	0.133120186084477	2.36888671554654e-06	2.5788136210752e-05	up	FALSE	Ssr1
Morf4l1	1152.67487658752	-0.387202888547421	0.0820722890844537	2.3837667403857e-06	2.59343381499626e-05	dn	FALSE	Morf4l1
Iah1	2548.9006821599	0.374357235401267	0.079405331576113	2.42293021143688e-06	2.63443949919514e-05	up	FALSE	Iah1
Neat1	8314.15268003305	-1.10075264705276	0.233565224031323	2.4430281141967e-06	2.65467805896247e-05	dn	FALSE	Neat1
Cir1	731.213148928306	-0.441750794683478	0.0937717697725293	2.46607624999027e-06	2.6765139510726e-05	dn	FALSE	Cir1
Tbccd1	914.462298383637	0.582954526080368	0.123745596687027	2.46611595178779e-06	2.6765139510726e-05	up	FALSE	Tbccd1
Zbtb32	79.3455168902438	-1.15344579713776	0.244873649534881	2.47265971097311e-06	2.68198857431564e-05	dn	FALSE	Zbtb32
Whamm	1624.20237673022	-0.402832005114475	0.0855594512274906	2.49899553359277e-06	2.70891115841457e-05	dn	FALSE	Whamm
Eif2s2	2764.31045673932	-0.372418324934701	0.0791153028094572	2.51037095689889e-06	2.71959387856411e-05	dn	FALSE	Eif2s2
Atxn10	2974.57872226486	-0.336348379450597	0.0714594359144686	2.5158193165354e-06	2.72384650699469e-05	dn	FALSE	Atxn10
Ing2	243.308767114902	-0.738567313292011	0.156927750166865	2.52109489427926e-06	2.72790703442704e-05	dn	FALSE	Ing2
Eif5a	9932.46991826783	-0.287392544983656	0.0610797251544817	2.53612677005029e-06	2.74251290260699e-05	dn	FALSE	Eif5a
Ei24	12051.6832377945	-0.365027748028987	0.0775849813012816	2.5401979374709e-06	2.74525560783109e-05	dn	FALSE	Ei24
Sec61b	763.036351945035	0.579538086305977	0.123225017136269	2.56256036959233e-06	2.76775089194012e-05	up	FALSE	Sec61b
Pter	1470.26532395364	0.603644303796187	0.128375050696358	2.57381652935472e-06	2.77823068461307e-05	up	TRUE	Pter
Cad	394.760893763476	0.80292031092383	0.17093849769046	2.63842798768424e-06	2.84625590999519e-05	up	FALSE	Cad
Vwa5a	967.59893948793	0.663565031581808	0.141379620851002	2.68572024120491e-06	2.89552695805853e-05	up	FALSE	Vwa5a
Kif1b	8023.79576449613	-0.508276166521882	0.108305868039561	2.69267269402425e-06	2.90127372321191e-05	dn	FALSE	Kif1b
